Month,Day,Hour,Wind Speed,Temperature,Radiation
1,1,7,0.504,21.843,101.440
1,1,8,1.895,24.143,334.734
1,1,9,3.135,25.982,550.151
1,1,10,3.454,27.904,719.302
1,1,11,3.466,28.838,641.084
1,1,12,3.081,29.706,689.384
1,1,13,3.145,29.824,421.575
1,1,14,3.094,29.993,484.147
1,1,15,3.235,30.376,460.492
1,1,16,4.056,29.626,217.215
1,1,17,3.934,28.445,77.840
1,2,7,1.672,23.202,121.020
1,2,8,2.942,24.885,331.828
1,2,9,3.348,26.470,510.687
1,2,10,3.164,27.744,621.313
1,2,11,3.070,28.780,738.889
1,2,12,3.006,29.999,803.896
1,2,13,2.608,31.066,690.810
1,2,14,2.349,31.745,620.253
1,2,15,2.350,32.211,503.036
1,2,16,3.015,31.969,267.173
1,2,17,4.403,29.700,67.557
1,3,7,0.965,22.275,126.275
1,3,8,2.314,24.701,345.095
1,3,9,2.434,26.424,559.788
1,3,10,2.243,27.642,710.868
1,3,11,2.782,29.122,837.666
1,3,12,2.939,30.284,864.031
1,3,13,3.218,31.421,817.081
1,3,14,3.299,32.240,692.363
1,3,15,3.679,32.509,508.263
1,3,16,3.686,32.032,278.906
1,3,17,3.843,29.813,67.576
1,4,7,0.539,20.813,119.073
1,4,8,1.890,24.075,339.844
1,4,9,2.051,25.808,556.945
1,4,10,2.117,27.152,725.262
1,4,11,2.192,28.245,817.006
1,4,12,2.610,29.430,848.910
1,4,13,2.747,30.323,789.029
1,4,14,2.728,30.799,663.206
1,4,15,3.061,30.749,471.253
1,4,16,3.425,30.298,256.476
1,4,17,3.636,29.088,62.255
1,5,7,0.533,21.308,97.252
1,5,8,1.483,23.734,290.528
1,5,9,2.307,25.596,483.202
1,5,10,2.799,26.600,495.681
1,5,11,3.465,27.910,717.624
1,5,12,3.320,28.694,727.703
1,5,13,3.470,29.707,654.961
1,5,14,3.239,30.142,500.643
1,5,15,3.432,30.280,396.015
1,5,16,3.634,29.861,228.878
1,5,17,3.844,28.785,59.981
1,6,7,0.574,20.818,98.624
1,6,8,1.608,23.716,290.822
1,6,9,2.304,25.497,507.896
1,6,10,2.618,27.218,711.901
1,6,11,2.681,28.413,689.828
1,6,12,3.189,29.336,861.117
1,6,13,2.899,30.528,807.709
1,6,14,3.135,31.372,675.193
1,6,15,3.280,31.219,473.215
1,6,16,3.876,30.367,246.178
1,6,17,3.492,29.042,62.327
1,7,7,0.752,20.852,91.752
1,7,8,1.232,23.410,245.169
1,7,9,1.592,25.554,438.137
1,7,10,2.149,26.625,580.956
1,7,11,2.200,27.875,734.570
1,7,12,2.387,28.584,751.447
1,7,13,2.016,29.445,751.347
1,7,14,1.902,29.857,604.733
1,7,15,1.731,29.561,354.508
1,7,16,2.262,29.631,219.782
1,7,17,2.412,29.027,60.617
1,8,7,0.530,20.316,98.860
1,8,8,0.972,23.272,299.885
1,8,9,1.993,25.601,515.804
1,8,10,2.716,26.786,699.065
1,8,11,2.551,27.574,750.891
1,8,12,2.720,28.142,706.181
1,8,13,2.518,28.917,587.317
1,8,14,2.457,29.591,543.465
1,8,15,2.999,29.757,454.067
1,8,16,3.630,29.414,262.140
1,8,17,3.621,28.230,69.888
1,9,7,0.462,20.243,116.312
1,9,8,1.101,22.951,335.810
1,9,9,1.925,25.158,557.917
1,9,10,2.129,26.461,719.494
1,9,11,2.282,27.614,841.484
1,9,12,2.386,28.803,876.232
1,9,13,2.577,30.016,831.616
1,9,14,2.091,31.093,707.090
1,9,15,2.346,31.246,518.836
1,9,16,2.894,31.144,295.631
1,9,17,3.128,29.666,82.525
1,10,7,0.604,20.252,109.262
1,10,8,1.618,23.317,317.439
1,10,9,2.593,24.855,527.623
1,10,10,2.317,26.220,687.848
1,10,11,2.360,27.519,812.263
1,10,12,1.897,29.089,835.783
1,10,13,1.742,30.251,790.123
1,10,14,1.834,31.045,663.080
1,10,15,2.043,31.208,483.848
1,10,16,1.631,31.460,269.421
1,10,17,1.996,30.548,69.882
1,11,7,0.589,22.585,47.816
1,11,8,0.915,23.736,145.704
1,11,9,1.505,24.636,249.929
1,11,10,1.267,26.134,458.214
1,11,11,1.140,28.515,691.071
1,11,12,1.839,30.049,830.613
1,11,13,2.261,30.895,773.638
1,11,14,2.692,31.282,654.892
1,11,15,2.297,31.320,443.115
1,11,16,2.350,30.986,227.046
1,11,17,2.876,29.739,51.968
1,12,7,0.683,21.829,72.310
1,12,8,0.839,23.574,222.887
1,12,9,0.910,25.441,368.254
1,12,10,1.662,26.747,596.955
1,12,11,1.935,27.596,668.326
1,12,12,2.210,28.631,800.980
1,12,13,2.343,29.574,755.642
1,12,14,2.510,30.096,642.772
1,12,15,2.389,30.311,461.198
1,12,16,2.105,29.902,235.645
1,12,17,2.784,29.001,60.502
1,13,7,0.618,22.143,90.514
1,13,8,1.029,24.390,254.664
1,13,9,1.870,25.934,452.876
1,13,10,2.437,26.861,502.250
1,13,11,3.591,28.174,672.122
1,13,12,4.169,28.980,796.452
1,13,13,3.415,29.533,709.229
1,13,14,3.217,29.918,548.189
1,13,15,3.011,30.038,405.934
1,13,16,4.429,29.046,210.290
1,13,17,4.665,27.754,63.891
1,14,7,2.129,22.563,87.933
1,14,8,2.049,24.112,279.159
1,14,9,2.701,25.946,496.284
1,14,10,3.158,27.270,665.349
1,14,11,3.031,28.706,752.547
1,14,12,3.455,29.489,803.691
1,14,13,3.262,30.176,519.229
1,14,14,3.306,30.209,504.897
1,14,15,3.844,30.094,347.945
1,14,16,4.107,29.514,183.567
1,14,17,4.052,28.204,40.492
1,15,7,2.572,22.435,86.741
1,15,8,3.395,24.351,324.411
1,15,9,3.666,26.106,547.947
1,15,10,4.038,27.134,604.253
1,15,11,3.839,28.159,850.797
1,15,12,4.132,28.994,746.599
1,15,13,3.178,29.786,674.316
1,15,14,3.232,30.473,682.254
1,15,15,3.334,30.290,393.852
1,15,16,3.720,30.190,262.624
1,15,17,3.759,29.151,70.462
1,16,7,1.460,22.415,90.194
1,16,8,2.295,24.054,313.148
1,16,9,3.315,25.911,524.756
1,16,10,3.979,27.216,701.187
1,16,11,4.039,28.604,836.122
1,16,12,3.441,29.420,757.931
1,16,13,2.779,29.924,548.896
1,16,14,3.157,30.741,622.805
1,16,15,3.337,30.899,433.761
1,16,16,3.613,30.688,282.770
1,16,17,4.814,28.286,73.868
1,17,7,1.085,20.408,106.088
1,17,8,1.514,23.463,324.741
1,17,9,2.564,25.392,559.594
1,17,10,3.310,26.862,698.475
1,17,11,3.576,27.793,849.567
1,17,12,3.701,28.701,863.577
1,17,13,3.775,29.240,790.664
1,17,14,3.665,29.647,624.045
1,17,15,3.891,29.817,382.001
1,17,16,4.469,29.521,261.047
1,17,17,4.717,28.282,77.098
1,18,7,1.176,20.515,112.062
1,18,8,2.045,23.825,331.483
1,18,9,3.584,25.887,560.549
1,18,10,4.069,26.939,654.134
1,18,11,3.877,27.504,551.514
1,18,12,4.033,28.380,683.492
1,18,13,3.988,29.003,575.996
1,18,14,4.176,29.192,491.324
1,18,15,4.527,29.238,362.004
1,18,16,4.745,29.011,258.784
1,18,17,4.627,28.003,83.721
1,19,7,0.501,21.169,71.054
1,19,8,1.405,23.310,172.534
1,19,9,3.111,25.503,516.851
1,19,10,4.082,26.893,467.546
1,19,11,3.800,27.619,490.834
1,19,12,3.398,28.653,697.595
1,19,13,3.807,29.044,578.036
1,19,14,4.097,28.967,447.020
1,19,15,4.478,29.209,413.587
1,19,16,4.760,29.151,301.419
1,19,17,4.345,28.556,88.771
1,20,7,2.051,23.689,91.101
1,20,8,3.507,25.104,315.919
1,20,9,4.579,26.647,538.350
1,20,10,5.106,27.824,676.695
1,20,11,5.003,29.025,740.774
1,20,12,5.415,29.657,716.068
1,20,13,4.916,30.409,641.551
1,20,14,4.992,30.736,551.680
1,20,15,4.788,30.524,267.440
1,20,16,4.880,29.865,92.520
1,20,17,5.082,27.834,33.249
1,21,7,2.816,22.704,26.275
1,21,8,2.510,23.189,60.045
1,21,9,2.434,23.256,78.019
1,21,10,2.948,23.737,204.287
1,21,11,3.225,25.333,289.672
1,21,12,4.348,24.392,239.247
1,21,13,2.755,23.495,277.605
1,21,14,1.845,23.465,173.289
1,21,15,2.403,24.174,150.221
1,21,16,2.566,24.154,85.474
1,21,17,1.325,23.794,65.573
1,22,7,2.610,22.996,100.786
1,22,8,3.374,24.734,335.503
1,22,9,5.001,26.208,526.842
1,22,10,5.123,27.261,680.760
1,22,11,4.772,28.047,662.112
1,22,12,4.205,28.225,431.616
1,22,13,4.126,28.882,594.940
1,22,14,3.967,29.530,560.997
1,22,15,4.411,29.822,501.362
1,22,16,4.471,29.409,311.642
1,22,17,3.874,28.359,100.200
1,23,7,1.314,22.075,51.879
1,23,8,2.441,24.042,338.105
1,23,9,4.013,25.627,504.219
1,23,10,4.367,26.727,696.897
1,23,11,3.984,28.087,809.645
1,23,12,4.196,28.989,828.255
1,23,13,4.136,29.615,796.977
1,23,14,4.179,30.388,671.913
1,23,15,3.897,30.435,433.870
1,23,16,4.083,30.491,284.119
1,23,17,4.256,29.363,78.275
1,24,7,2.107,22.107,42.263
1,24,8,2.637,22.856,201.810
1,24,9,3.362,24.815,378.197
1,24,10,4.739,26.588,544.890
1,24,11,5.032,27.396,670.948
1,24,12,4.671,28.963,827.973
1,24,13,4.887,29.658,825.047
1,24,14,5.023,30.030,749.515
1,24,15,5.099,30.172,551.728
1,24,16,4.937,29.481,303.695
1,24,17,5.173,28.281,129.822
1,25,7,2.745,23.199,87.710
1,25,8,3.236,24.803,302.054
1,25,9,4.806,26.130,501.207
1,25,10,5.140,27.217,624.901
1,25,11,4.710,28.271,663.133
1,25,12,4.209,28.572,320.229
1,25,13,4.071,29.106,476.491
1,25,14,4.195,29.931,506.173
1,25,15,4.050,29.623,208.526
1,25,16,4.089,29.150,156.802
1,25,17,3.961,28.556,50.801
1,26,7,2.109,22.976,8.853
1,26,8,1.738,22.949,42.007
1,26,9,1.418,23.047,65.924
1,26,10,0.000,0.000,0.000
1,26,11,0.000,0.000,0.000
1,26,12,0.000,0.000,0.000
1,26,13,0.000,0.000,0.000
1,26,14,0.000,0.000,0.000
1,26,15,0.000,0.000,0.000
1,26,16,0.000,0.000,0.000
1,26,17,1.278,24.163,3.559
1,27,7,1.499,22.751,80.856
1,27,8,2.369,23.409,129.942
1,27,9,1.799,23.926,142.258
1,27,10,3.254,24.457,166.580
1,27,11,1.999,24.191,122.802
1,27,12,2.743,24.686,186.540
1,27,13,2.331,25.092,171.063
1,27,14,2.091,24.815,223.536
1,27,15,1.805,25.148,196.455
1,27,16,2.493,25.332,96.938
1,27,17,1.669,24.092,23.997
1,28,7,2.187,22.804,68.000
1,28,8,2.786,23.892,221.673
1,28,9,2.715,24.612,231.491
1,28,10,2.973,25.694,518.023
1,28,11,2.486,27.060,596.956
1,28,12,3.136,28.401,742.798
1,28,13,3.573,29.005,861.660
1,28,14,3.464,29.247,573.026
1,28,15,3.418,29.131,414.340
1,28,16,2.449,27.788,199.567
1,28,17,2.402,25.646,35.844
1,29,7,1.888,22.908,86.566
1,29,8,2.392,24.103,184.136
1,29,9,2.970,25.558,482.713
1,29,10,3.279,26.969,492.276
1,29,11,3.265,27.328,456.460
1,29,12,3.655,28.656,879.441
1,29,13,3.513,29.644,741.517
1,29,14,4.457,27.704,249.593
1,29,15,4.064,28.442,442.354
1,29,16,3.373,27.369,137.318
1,29,17,3.616,26.526,93.296
1,30,7,2.627,22.906,82.545
1,30,8,3.736,24.221,352.781
1,30,9,3.889,25.546,468.810
1,30,10,3.508,26.644,669.458
1,30,11,3.200,27.911,823.947
1,30,12,3.527,28.738,905.191
1,30,13,3.735,29.565,840.281
1,30,14,4.621,30.251,747.233
1,30,15,4.520,30.451,558.903
1,30,16,4.279,30.215,335.271
1,30,17,4.002,29.149,107.520
1,31,7,0.537,21.008,100.910
1,31,8,1.781,23.770,329.122
1,31,9,2.673,25.315,444.799
1,31,10,2.770,26.712,711.662
1,31,11,2.600,27.736,645.567
1,31,12,2.458,28.713,809.747
1,31,13,2.101,29.607,696.333
1,31,14,2.465,30.140,730.649
1,31,15,2.804,30.133,479.277
1,31,16,3.266,30.232,314.256
1,31,17,3.195,29.523,102.192
2,1,7,0.341,20.329,109.851
2,1,8,1.467,23.361,339.792
2,1,9,2.437,25.192,572.912
2,1,10,2.387,26.686,760.918
2,1,11,2.165,28.066,881.625
2,1,12,2.644,28.833,853.796
2,1,13,2.565,29.532,861.576
2,1,14,2.780,30.116,741.530
2,1,15,3.191,30.215,552.879
2,1,16,3.015,30.289,324.059
2,1,17,2.902,29.614,105.684
2,2,7,0.803,20.690,112.889
2,2,8,2.366,23.474,344.033
2,2,9,2.825,25.100,566.864
2,2,10,3.056,26.238,733.537
2,2,11,3.010,27.497,869.299
2,2,12,3.636,28.265,795.936
2,2,13,3.535,29.035,697.917
2,2,14,3.534,29.505,712.968
2,2,15,3.890,29.770,533.057
2,2,16,4.018,29.688,327.668
2,2,17,4.358,28.851,107.584
2,3,7,1.269,19.910,111.396
2,3,8,1.344,22.802,324.830
2,3,9,2.526,25.200,560.592
2,3,10,2.967,26.424,551.592
2,3,11,3.182,27.790,818.398
2,3,12,3.900,28.754,865.927
2,3,13,4.826,29.561,903.147
2,3,14,4.517,30.225,744.896
2,3,15,4.756,30.486,558.053
2,3,16,4.997,30.152,317.824
2,3,17,4.363,29.270,103.470
2,4,7,0.647,20.259,113.268
2,4,8,2.466,23.522,346.350
2,4,9,3.404,25.576,592.804
2,4,10,3.677,27.186,700.132
2,4,11,4.256,27.858,711.395
2,4,12,4.461,28.870,876.159
2,4,13,4.496,29.522,844.567
2,4,14,5.241,30.176,755.579
2,4,15,5.630,30.333,596.381
2,4,16,5.062,30.031,346.940
2,4,17,4.708,29.020,113.057
2,5,7,0.873,19.875,118.425
2,5,8,1.461,23.077,356.714
2,5,9,2.483,25.482,586.911
2,5,10,2.145,27.402,753.167
2,5,11,2.526,28.252,836.057
2,5,12,2.597,29.061,826.990
2,5,13,2.400,29.276,633.034
2,5,14,2.449,29.767,657.174
2,5,15,2.615,30.077,543.277
2,5,16,2.796,29.792,326.837
2,5,17,2.598,29.246,110.351
2,6,7,1.068,20.106,102.449
2,6,8,1.324,23.083,305.652
2,6,9,1.334,25.482,492.516
2,6,10,1.719,26.933,648.719
2,6,11,1.861,27.821,671.699
2,6,12,1.992,28.998,862.821
2,6,13,2.091,29.971,705.510
2,6,14,1.976,31.016,687.409
2,6,15,2.171,31.718,553.353
2,6,16,3.121,31.841,337.476
2,6,17,3.103,30.806,106.882
2,7,7,0.069,20.289,115.479
2,7,8,0.502,23.818,339.248
2,7,9,1.084,25.696,575.318
2,7,10,1.567,27.205,776.280
2,7,11,1.983,28.603,907.215
2,7,12,2.393,29.458,954.987
2,7,13,2.901,30.378,907.901
2,7,14,2.765,31.121,769.875
2,7,15,2.947,32.007,573.416
2,7,16,3.765,31.990,332.329
2,7,17,3.961,30.907,108.736
2,8,7,0.407,19.478,123.577
2,8,8,1.130,23.222,358.019
2,8,9,2.076,25.602,605.852
2,8,10,2.660,27.178,800.880
2,8,11,3.259,28.700,935.586
2,8,12,3.473,29.911,978.048
2,8,13,3.825,30.963,931.043
2,8,14,4.102,31.923,797.708
2,8,15,4.047,31.785,594.150
2,8,16,4.282,31.721,354.884
2,8,17,4.067,30.869,119.111
2,9,7,0.799,19.880,111.681
2,9,8,1.336,22.826,338.529
2,9,9,1.973,25.342,571.633
2,9,10,2.726,26.538,763.812
2,9,11,3.328,27.933,909.885
2,9,12,3.418,28.987,938.402
2,9,13,3.406,29.950,888.365
2,9,14,3.637,30.661,759.268
2,9,15,4.090,31.023,562.779
2,9,16,3.818,31.077,329.324
2,9,17,3.835,29.992,109.105
2,10,7,0.813,20.193,126.139
2,10,8,1.583,23.816,362.811
2,10,9,1.695,26.024,605.947
2,10,10,2.409,27.593,814.352
2,10,11,2.512,28.611,934.816
2,10,12,2.558,29.445,965.941
2,10,13,2.984,30.089,919.180
2,10,14,3.143,30.319,787.494
2,10,15,3.390,30.490,583.413
2,10,16,3.494,30.220,337.000
2,10,17,3.440,29.548,112.943
2,11,7,0.804,20.014,123.752
2,11,8,1.195,23.155,356.717
2,11,9,2.025,25.615,600.746
2,11,10,2.925,27.588,812.364
2,11,11,2.745,28.213,891.623
2,11,12,2.823,28.885,956.637
2,11,13,2.665,29.671,915.724
2,11,14,3.148,30.197,776.328
2,11,15,3.508,30.299,563.323
2,11,16,3.495,30.242,343.141
2,11,17,3.722,29.475,118.755
2,12,7,1.055,20.755,79.054
2,12,8,1.847,23.645,335.438
2,12,9,2.797,25.803,542.500
2,12,10,3.606,27.104,688.049
2,12,11,4.083,28.117,1049.032
2,12,12,3.620,28.518,817.559
2,12,13,4.070,28.962,815.466
2,12,14,4.102,29.654,816.157
2,12,15,4.194,30.022,640.922
2,12,16,4.154,29.666,354.257
2,12,17,4.376,28.824,133.482
2,13,7,2.331,22.390,134.374
2,13,8,2.812,24.621,378.657
2,13,9,2.760,26.821,631.918
2,13,10,2.641,28.382,806.418
2,13,11,3.257,29.472,934.295
2,13,12,3.441,30.199,945.296
2,13,13,3.278,30.838,816.112
2,13,14,3.447,30.871,541.648
2,13,15,3.710,31.428,498.496
2,13,16,4.987,30.777,264.513
2,13,17,5.154,29.639,146.534
2,14,7,3.267,24.214,52.443
2,14,8,3.805,24.978,184.224
2,14,9,4.826,26.557,364.373
2,14,10,4.812,27.837,532.284
2,14,11,4.932,28.882,552.036
2,14,12,4.975,30.206,548.006
2,14,13,5.570,31.044,647.564
2,14,14,5.364,31.370,600.677
2,14,15,5.078,31.437,456.696
2,14,16,5.488,30.777,264.286
2,14,17,5.008,29.964,74.058
2,15,7,2.005,23.836,122.310
2,15,8,3.564,25.487,354.729
2,15,9,4.351,27.050,588.728
2,15,10,4.210,28.670,778.497
2,15,11,4.828,29.808,875.663
2,15,12,4.618,30.600,860.178
2,15,13,5.538,31.067,936.589
2,15,14,5.502,31.369,783.709
2,15,15,5.431,31.502,588.376
2,15,16,5.469,31.014,349.702
2,15,17,5.151,29.897,122.512
2,16,7,2.873,22.714,118.632
2,16,8,3.434,24.620,343.331
2,16,9,4.975,26.377,550.666
2,16,10,4.421,27.502,559.239
2,16,11,4.914,28.218,600.830
2,16,12,4.833,29.533,802.260
2,16,13,5.320,30.493,857.950
2,16,14,5.569,31.017,808.570
2,16,15,5.703,31.026,620.715
2,16,16,5.574,30.752,382.677
2,16,17,5.352,29.791,138.671
2,17,7,0.586,21.036,77.140
2,17,8,1.670,24.143,260.649
2,17,9,3.307,26.450,544.465
2,17,10,4.221,27.739,719.826
2,17,11,4.573,28.733,924.290
2,17,12,4.791,29.283,943.699
2,17,13,4.931,30.146,889.213
2,17,14,4.795,30.788,761.342
2,17,15,5.095,30.686,585.338
2,17,16,5.232,30.191,361.249
2,17,17,4.511,29.200,135.981
2,18,7,1.922,20.995,131.639
2,18,8,3.335,23.826,383.026
2,18,9,3.938,25.739,632.109
2,18,10,3.838,27.119,820.922
2,18,11,3.521,28.613,943.908
2,18,12,3.643,29.462,928.509
2,18,13,3.451,30.682,948.479
2,18,14,3.706,31.409,807.567
2,18,15,3.196,31.556,596.058
2,18,16,3.471,31.392,374.129
2,18,17,3.139,30.824,131.541
2,19,7,1.964,21.839,134.745
2,19,8,2.588,23.707,377.872
2,19,9,2.881,25.395,608.006
2,19,10,2.695,26.723,807.614
2,19,11,2.061,28.720,939.996
2,19,12,2.816,29.991,982.461
2,19,13,3.014,31.715,960.629
2,19,14,3.028,32.493,764.817
2,19,15,3.330,32.940,634.297
2,19,16,3.584,32.323,277.185
2,19,17,2.752,31.603,84.418
2,20,7,0.249,21.035,76.663
2,20,8,0.503,23.552,305.393
2,20,9,0.776,26.359,591.741
2,20,10,1.278,28.893,812.304
2,20,11,1.507,31.088,946.864
2,20,12,1.721,32.399,951.056
2,20,13,1.837,33.640,919.027
2,20,14,1.851,34.633,796.047
2,20,15,2.008,35.132,620.101
2,20,16,2.625,34.654,226.148
2,20,17,2.415,33.522,78.351
2,21,7,0.472,23.405,120.319
2,21,8,1.716,26.031,311.025
2,21,9,3.347,28.232,503.639
2,21,10,2.876,30.392,749.660
2,21,11,1.984,31.940,795.915
2,21,12,1.506,33.611,826.385
2,21,13,1.725,34.619,825.585
2,21,14,1.724,35.595,745.780
2,21,15,2.058,36.330,599.745
2,21,16,3.233,35.585,270.733
2,21,17,3.723,33.871,93.933
2,22,7,1.771,19.929,63.378
2,22,8,2.000,20.518,201.418
2,22,9,1.660,23.282,581.266
2,22,10,1.326,28.361,800.364
2,22,11,1.242,31.103,933.760
2,22,12,1.402,33.146,971.633
2,22,13,2.142,34.469,916.092
2,22,14,3.004,35.353,797.614
2,22,15,3.293,35.749,607.393
2,22,16,3.866,35.319,358.560
2,22,17,3.493,34.254,126.601
2,23,7,0.751,22.840,138.592
2,23,8,1.224,24.688,295.732
2,23,9,1.531,26.327,597.702
2,23,10,1.768,28.464,824.217
2,23,11,2.025,30.516,957.248
2,23,12,2.106,31.887,1003.408
2,23,13,2.371,33.108,950.968
2,23,14,3.362,34.202,826.618
2,23,15,3.894,34.277,621.284
2,23,16,3.508,34.123,373.633
2,23,17,3.275,33.418,135.225
2,24,7,0.327,22.221,155.230
2,24,8,0.919,24.946,349.675
2,24,9,1.577,26.844,651.250
2,24,10,2.301,28.342,847.096
2,24,11,2.590,30.100,972.788
2,24,12,2.876,31.372,973.476
2,24,13,3.779,32.324,921.286
2,24,14,3.928,33.258,837.214
2,24,15,4.108,33.653,597.577
2,24,16,4.179,33.520,408.380
2,24,17,4.077,32.967,154.166
2,25,7,0.434,21.749,127.162
2,25,8,1.576,24.263,438.809
2,25,9,1.760,26.263,666.006
2,25,10,2.056,28.251,861.123
2,25,11,1.873,30.142,979.792
2,25,12,2.186,31.774,1029.579
2,25,13,2.484,33.315,984.253
2,25,14,3.030,34.146,859.205
2,25,15,3.491,34.309,663.009
2,25,16,3.376,33.801,245.116
2,25,17,3.201,33.131,93.035
2,26,7,0.565,22.633,158.993
2,26,8,1.701,25.015,404.142
2,26,9,2.042,26.591,655.485
2,26,10,1.617,28.305,824.984
2,26,11,1.841,30.171,938.881
2,26,12,2.541,31.149,975.525
2,26,13,3.163,32.431,920.023
2,26,14,4.024,32.854,759.742
2,26,15,4.188,33.001,508.902
2,26,16,4.254,32.710,281.514
2,26,17,4.954,30.979,84.341
2,27,7,1.613,23.236,84.065
2,27,8,2.372,24.483,187.789
2,27,9,2.681,25.528,244.156
2,27,10,3.083,26.764,362.493
2,27,11,3.142,28.267,574.989
2,27,12,3.398,29.662,612.849
2,27,13,3.430,29.867,483.862
2,27,14,3.416,29.808,370.300
2,27,15,3.476,29.951,285.120
2,27,16,3.698,29.906,202.410
2,27,17,2.846,29.746,86.985
2,28,7,1.625,24.001,146.352
2,28,8,3.253,25.812,383.387
2,28,9,3.613,27.386,577.415
2,28,10,4.077,28.809,720.089
2,28,11,4.320,29.747,662.544
2,28,12,4.910,30.896,920.560
2,28,13,4.954,32.000,891.288
2,28,14,4.922,32.449,753.137
2,28,15,4.932,32.557,565.574
2,28,16,5.105,32.089,358.225
2,28,17,4.502,30.891,50.701
3,1,7,1.890,22.107,175.231
3,1,8,3.499,24.503,471.075
3,1,9,4.085,26.608,736.771
3,1,10,3.859,27.936,746.988
3,1,11,4.032,29.474,934.799
3,1,12,4.410,30.248,977.862
3,1,13,3.907,31.195,989.402
3,1,14,3.949,31.942,826.545
3,1,15,3.687,32.344,488.298
3,1,16,3.619,32.323,302.001
3,1,17,3.431,31.579,113.616
3,2,7,1.886,23.591,61.993
3,2,8,2.787,24.629,189.275
3,2,9,3.352,26.008,461.794
3,2,10,3.556,27.206,578.600
3,2,11,3.717,28.480,760.931
3,2,12,4.004,29.900,780.172
3,2,13,4.195,30.191,531.203
3,2,14,4.647,30.682,641.833
3,2,15,4.955,31.230,582.726
3,2,16,5.110,31.215,294.084
3,2,17,4.327,30.133,68.821
3,3,7,1.290,24.170,97.030
3,3,8,2.719,25.943,384.488
3,3,9,2.425,27.882,558.748
3,3,10,2.991,29.145,562.279
3,3,11,2.513,29.954,492.559
3,3,12,2.742,30.967,437.684
3,3,13,4.881,27.977,141.994
3,3,14,3.183,25.264,119.229
3,3,15,0.702,24.927,145.848
3,3,16,0.649,25.794,112.266
3,3,17,0.868,26.465,67.269
3,4,7,0.531,23.784,55.370
3,4,8,0.928,24.836,161.807
3,4,9,1.062,26.622,430.898
3,4,10,0.873,28.396,465.521
3,4,11,1.035,29.647,433.456
3,4,12,1.187,29.832,319.292
3,4,13,3.003,29.588,325.440
3,4,14,4.171,28.744,302.179
3,4,15,4.094,27.689,256.972
3,4,16,4.171,27.392,154.681
3,4,17,3.336,26.435,45.278
3,5,7,0.976,24.935,174.710
3,5,8,2.087,27.764,402.420
3,5,9,2.043,28.948,528.037
3,5,10,1.850,30.309,625.232
3,5,11,1.875,32.029,810.379
3,5,12,2.077,32.907,707.271
3,5,13,2.135,33.979,783.452
3,5,14,2.207,31.213,454.590
3,5,15,2.525,34.696,466.433
3,5,16,1.893,34.292,115.746
3,5,17,4.561,31.651,58.736
3,6,7,1.502,26.155,120.862
3,6,8,2.481,27.272,235.003
3,6,9,3.246,28.876,475.481
3,6,10,3.742,30.696,778.006
3,6,11,3.039,32.069,785.531
3,6,12,2.422,32.894,513.723
3,6,13,2.346,34.094,705.511
3,6,14,1.917,34.619,554.460
3,6,15,2.294,35.327,530.393
3,6,16,3.131,34.746,292.065
3,6,17,4.057,33.196,108.144
3,7,7,1.989,26.665,176.368
3,7,8,2.264,28.213,362.438
3,7,9,2.516,29.636,544.994
3,7,10,2.617,31.249,760.554
3,7,11,2.828,32.510,868.214
3,7,12,2.549,33.563,781.327
3,7,13,2.928,34.295,666.611
3,7,14,3.103,35.099,726.277
3,7,15,2.593,35.588,495.865
3,7,16,3.451,35.066,239.344
3,7,17,4.511,33.462,70.245
3,8,7,1.255,27.139,131.725
3,8,8,1.359,28.562,404.953
3,8,9,1.836,29.781,432.710
3,8,10,1.498,31.017,444.001
3,8,11,1.323,32.483,732.833
3,8,12,1.767,33.716,768.372
3,8,13,1.640,34.170,386.969
3,8,14,1.837,34.425,347.511
3,8,15,2.010,34.776,344.933
3,8,16,3.170,34.146,191.115
3,8,17,4.402,32.890,106.232
3,9,7,1.961,27.189,155.956
3,9,8,2.445,28.099,246.824
3,9,9,1.825,29.161,369.909
3,9,10,2.119,30.853,609.716
3,9,11,2.035,32.388,749.157
3,9,12,1.805,32.969,441.216
3,9,13,2.291,30.828,180.248
3,9,14,3.832,30.073,298.546
3,9,15,4.037,28.058,113.343
3,9,16,3.170,28.450,164.911
3,9,17,3.032,29.901,196.185
3,10,7,0.501,24.611,113.482
3,10,8,0.668,26.877,416.527
3,10,9,0.814,29.053,655.468
3,10,10,1.830,30.792,862.797
3,10,11,2.313,31.985,885.872
3,10,12,1.728,32.753,841.764
3,10,13,1.588,34.223,963.565
3,10,14,2.087,34.811,844.024
3,10,15,2.887,34.912,555.381
3,10,16,4.762,33.501,417.997
3,10,17,3.685,31.414,43.532
3,11,7,0.727,25.365,88.598
3,11,8,1.530,27.045,224.954
3,11,9,2.505,29.092,548.357
3,11,10,2.401,30.814,845.754
3,11,11,2.230,32.333,946.599
3,11,12,2.407,33.462,1067.547
3,11,13,2.209,34.138,984.861
3,11,14,1.989,35.407,845.994
3,11,15,2.910,34.265,278.749
3,11,16,3.065,26.677,21.850
3,11,17,1.664,25.951,15.663
3,12,7,1.437,26.289,120.909
3,12,8,2.550,27.615,437.430
3,12,9,2.189,29.059,566.859
3,12,10,1.924,30.594,735.952
3,12,11,1.375,32.319,1018.345
3,12,12,1.062,32.823,521.633
