Month,Day,Hour,Wind Speed,Temperature,Radiation
8,10,7,2.041,26.533,142.059
8,10,8,3.300,27.938,445.492
8,10,9,3.499,28.921,422.470
8,10,10,2.174,30.370,672.850
8,10,11,2.107,31.651,823.220
8,10,12,1.928,32.306,737.242
8,10,13,1.134,32.330,441.258
8,10,14,0.943,33.281,648.709
8,10,15,0.506,34.073,564.036
8,10,16,0.274,33.706,278.587
8,10,17,1.582,32.747,72.477
8,11,7,0.740,27.462,264.237
8,11,8,3.768,29.345,518.350
8,11,9,4.746,30.541,635.244
8,11,10,4.149,31.319,898.102
8,11,11,3.771,32.131,711.079
8,11,12,3.530,32.827,696.138
8,11,13,2.872,34.063,829.861
8,11,14,3.012,34.307,560.586
8,11,15,2.856,34.833,555.743
8,11,16,3.038,34.666,291.295
8,11,17,3.422,34.314,102.682
8,12,7,3.390,26.844,143.005
8,12,8,3.830,28.389,428.636
8,12,9,4.411,30.201,725.058
8,12,10,3.894,31.675,918.355
8,12,11,4.146,32.738,1007.809
8,12,12,3.693,33.560,957.419
8,12,13,3.905,34.358,957.621
8,12,14,3.680,34.759,783.814
8,12,15,3.516,34.827,466.540
8,12,16,3.391,35.131,346.868
8,12,17,2.912,34.434,84.093
8,13,7,2.586,24.243,56.725
8,13,8,3.446,24.883,153.698
8,13,9,3.807,25.921,282.552
8,13,10,5.005,27.353,654.547
8,13,11,5.234,28.687,815.777
8,13,12,4.737,29.386,898.238
8,13,13,4.985,30.585,966.338
8,13,14,4.644,31.443,651.925
8,13,15,4.078,31.983,548.478
8,13,16,3.475,32.080,354.092
8,13,17,3.044,31.358,134.098
8,14,7,1.415,27.046,194.217
8,14,8,3.204,28.361,436.311
8,14,9,2.865,29.451,568.949
8,14,10,2.238,30.587,722.874
8,14,11,1.888,31.358,765.363
8,14,12,1.919,32.406,799.492
8,14,13,1.723,33.368,902.856
8,14,14,0.837,34.093,746.541
8,14,15,1.378,34.467,578.698
8,14,16,2.778,33.185,162.008
8,14,17,4.305,29.894,4.306
8,15,7,1.819,25.059,187.068
8,15,8,2.583,26.569,456.974
8,15,9,3.271,28.205,692.130
8,15,10,3.008,29.318,711.823
8,15,11,2.780,29.921,827.387
8,15,12,2.586,30.634,654.260
8,15,13,2.112,31.323,695.567
8,15,14,2.247,31.770,518.861
8,15,15,2.730,31.097,250.951
8,15,16,1.845,30.190,101.477
8,15,17,1.031,29.908,53.936
8,16,7,0.814,25.759,183.351
8,16,8,3.144,27.182,496.575
8,16,9,4.299,28.790,777.959
8,16,10,4.642,30.162,917.221
8,16,11,4.715,31.284,1005.509
8,16,12,4.318,32.203,972.261
8,16,13,4.116,32.596,847.850
8,16,14,3.494,33.316,806.872
8,16,15,3.298,33.650,625.559
8,16,16,3.257,33.281,302.467
8,16,17,5.339,29.095,56.518
8,17,7,3.597,27.344,255.301
8,17,8,3.841,28.488,354.216
8,17,9,3.453,29.681,761.129
8,17,10,3.401,30.852,690.131
8,17,11,2.968,31.800,871.283
8,17,12,3.180,32.511,900.813
8,17,13,2.553,33.143,747.939
8,17,14,2.784,32.938,523.992
8,17,15,3.032,32.450,349.266
8,17,16,3.232,31.227,124.791
8,17,17,1.895,25.802,8.206
8,18,7,1.463,26.899,140.922
8,18,8,2.658,28.026,275.635
8,18,9,3.458,28.733,326.139
8,18,10,3.998,30.242,662.702
8,18,11,4.492,31.370,608.991
8,18,12,3.766,31.660,531.089
8,18,13,2.426,32.366,400.371
8,18,14,1.722,32.407,347.909
8,18,15,1.858,33.090,465.071
8,18,16,2.373,32.582,148.389
8,18,17,3.027,28.471,23.009
8,19,7,2.100,26.897,161.662
8,19,8,2.979,28.332,364.586
8,19,9,3.514,29.552,556.791
8,19,10,3.567,30.476,477.090
8,19,11,4.120,31.804,551.335
8,19,12,4.924,32.564,610.691
8,19,13,5.440,32.930,544.551
8,19,14,4.634,33.365,496.341
8,19,15,5.179,33.402,398.609
8,19,16,5.107,32.918,229.143
8,19,17,4.867,32.254,65.708
8,20,7,0.816,27.148,230.441
8,20,8,2.164,28.568,502.092
8,20,9,2.961,29.837,705.826
8,20,10,4.028,31.330,837.283
8,20,11,4.982,32.944,1031.176
8,20,12,4.086,33.317,569.739
8,20,13,4.329,31.327,473.792
8,20,14,2.167,29.727,319.341
8,20,15,2.705,27.331,163.601
8,20,16,2.644,27.165,111.116
8,20,17,2.560,27.409,41.535
8,21,7,4.014,27.980,225.525
8,21,8,4.663,28.458,356.808
8,21,9,4.491,29.922,696.955
8,21,10,4.722,30.867,671.138
8,21,11,4.069,31.534,933.871
8,21,12,3.494,31.859,546.885
8,21,13,2.423,32.068,437.226
8,21,14,2.788,31.651,369.243
8,21,15,2.429,31.255,220.281
8,21,16,2.488,31.237,130.582
8,21,17,1.977,31.002,63.347
8,22,7,3.982,27.821,175.505
8,22,8,5.177,28.471,302.634
8,22,9,5.638,30.369,856.841
8,22,10,6.347,31.864,919.887
8,22,11,5.396,32.791,899.738
8,22,12,4.985,33.021,681.994
8,22,13,4.412,33.417,782.971
8,22,14,4.782,34.288,636.946
8,22,15,4.013,34.183,387.177
8,22,16,3.892,33.706,189.060
8,22,17,3.499,33.246,81.222
8,23,7,2.712,27.487,240.621
8,23,8,4.018,29.262,536.093
8,23,9,4.770,31.184,745.370
8,23,10,4.307,32.631,817.326
8,23,11,3.718,33.313,834.941
8,23,12,4.028,33.909,870.260
8,23,13,3.564,34.916,778.854
8,23,14,2.551,34.778,351.956
8,23,15,1.557,35.134,475.302
8,23,16,0.910,35.549,341.015
8,23,17,0.463,35.424,104.995
8,24,7,1.752,27.700,141.638
8,24,8,3.321,28.674,249.250
8,24,9,3.020,29.428,258.858
8,24,10,3.101,29.743,251.781
8,24,11,2.912,30.344,429.688
8,24,12,3.024,31.662,685.078
8,24,13,3.556,32.437,621.738
8,24,14,3.525,33.226,558.237
8,24,15,2.650,33.523,394.401
8,24,16,2.114,33.694,265.653
8,24,17,1.221,33.531,112.584
8,25,7,0.398,26.714,119.947
8,25,8,1.844,27.712,217.725
8,25,9,2.895,28.633,238.704
8,25,10,2.601,29.609,333.343
8,25,11,2.576,30.439,478.777
8,25,12,2.711,31.273,601.539
8,25,13,3.546,32.356,829.303
8,25,14,3.599,32.928,645.411
8,25,15,3.398,32.965,494.279
8,25,16,2.674,32.434,189.025
8,25,17,1.150,31.559,55.072
8,26,7,2.870,27.420,273.366
8,26,8,3.834,29.226,453.024
8,26,9,4.218,31.134,758.420
8,26,10,4.767,32.492,918.707
8,26,11,4.590,33.556,997.559
8,26,12,4.937,34.408,1001.235
8,26,13,4.654,35.304,919.310
8,26,14,4.514,35.922,715.005
8,26,15,4.413,36.242,581.579
8,26,16,3.792,35.619,165.197
8,26,17,4.077,34.505,30.198
8,27,7,4.426,27.716,118.113
8,27,8,5.155,28.701,388.196
8,27,9,5.624,29.926,514.518
8,27,10,5.812,31.496,677.118
8,27,11,5.944,32.348,755.996
8,27,12,7.135,33.084,765.253
8,27,13,6.492,33.539,617.536
8,27,14,6.131,33.696,604.381
8,27,15,5.898,33.479,449.405
8,27,16,6.097,32.998,294.852
8,27,17,4.943,31.795,74.162
8,28,7,4.008,27.381,132.374
8,28,8,4.129,28.482,281.625
8,28,9,5.244,29.490,402.728
8,28,10,5.589,30.312,519.996
8,28,11,6.396,31.615,760.834
8,28,12,6.410,32.202,652.269
8,28,13,5.969,33.352,807.942
8,28,14,6.031,34.248,810.632
8,28,15,6.576,33.812,433.966
8,28,16,6.312,33.171,351.810
8,28,17,4.981,31.430,100.334
8,29,7,0.022,27.748,168.108
8,29,8,0.874,28.847,280.874
8,29,9,3.544,30.213,628.633
8,29,10,4.794,31.046,583.951
8,29,11,4.116,31.632,550.998
8,29,12,4.713,32.742,477.505
8,29,13,3.912,32.689,524.183
8,29,14,3.694,32.859,553.253
8,29,15,2.844,32.995,345.311
8,29,16,3.365,33.363,242.962
8,29,17,3.396,32.635,74.422
8,30,7,2.851,27.848,241.769
8,30,8,3.926,29.410,502.817
8,30,9,4.406,31.109,765.301
8,30,10,4.361,32.386,925.815
8,30,11,4.700,33.535,998.976
8,30,12,4.610,34.542,872.232
8,30,13,4.493,35.511,904.966
8,30,14,4.120,36.047,738.064
8,30,15,3.514,36.240,533.330
8,30,16,3.789,35.585,362.619
8,30,17,2.619,34.348,111.732
8,31,7,0.450,25.627,107.648
8,31,8,0.843,26.749,168.126
8,31,9,1.989,27.646,299.687
8,31,10,2.309,28.720,524.528
8,31,11,3.065,30.223,787.997
8,31,12,2.967,31.634,931.698
8,31,13,1.840,32.363,786.903
8,31,14,1.920,32.945,718.148
8,31,15,2.529,33.302,549.315
8,31,16,2.275,33.188,253.033
8,31,17,1.019,32.424,48.023
9,1,7,3.378,27.253,246.392
9,1,8,3.469,28.983,515.294
9,1,9,2.601,30.442,708.004
9,1,10,1.648,32.160,837.252
9,1,11,1.135,33.421,986.199
9,1,12,1.179,34.367,959.697
9,1,13,2.725,34.181,644.100
9,1,14,3.024,32.920,190.045
9,1,15,3.449,31.463,121.704
9,1,16,3.133,31.107,219.904
9,1,17,3.197,31.534,86.528
9,2,7,3.293,26.350,248.636
9,2,8,3.522,28.262,532.962
9,2,9,3.112,30.004,733.274
9,2,10,2.008,31.574,868.130
9,2,11,1.480,32.948,939.008
9,2,12,1.799,33.843,929.010
9,2,13,1.401,34.927,951.948
9,2,14,1.773,35.282,624.961
9,2,15,1.832,35.425,544.303
9,2,16,0.850,34.932,163.705
9,2,17,2.102,34.372,29.748
9,3,7,1.308,25.119,220.160
9,3,8,2.544,27.235,550.350
9,3,9,2.309,28.997,762.267
9,3,10,1.861,30.625,913.523
9,3,11,2.017,31.669,1028.178
9,3,12,2.245,32.453,989.141
9,3,13,1.584,32.958,664.094
9,3,14,1.056,33.332,451.817
9,3,15,1.395,33.006,281.934
9,3,16,2.744,31.976,134.157
9,3,17,1.347,31.923,91.101
9,4,7,2.444,27.175,260.548
9,4,8,3.057,28.435,492.181
9,4,9,2.805,29.860,700.332
9,4,10,2.961,31.068,882.633
9,4,11,2.954,32.195,973.569
9,4,12,2.451,33.348,958.623
9,4,13,2.379,34.184,926.184
9,4,14,2.314,34.763,798.038
9,4,15,1.724,35.175,564.899
9,4,16,1.126,35.158,299.052
9,4,17,0.378,34.502,63.262
9,5,7,3.385,25.176,275.666
9,5,8,4.493,26.772,527.117
9,5,9,4.130,28.706,724.297
9,5,10,3.906,30.205,826.467
9,5,11,3.386,31.251,840.587
9,5,12,2.829,32.399,1001.910
9,5,13,1.243,33.643,850.002
9,5,14,0.657,34.144,769.420
9,5,15,1.285,34.334,567.812
9,5,16,1.478,34.189,297.467
9,5,17,0.434,33.756,100.474
9,6,7,1.128,25.235,250.917
9,6,8,2.346,27.227,496.750
9,6,9,1.864,28.590,676.053
9,6,10,2.219,29.733,830.358
9,6,11,2.621,30.912,958.970
9,6,12,1.884,31.940,900.676
9,6,13,1.712,32.640,726.198
9,6,14,1.878,33.251,796.104
9,6,15,1.185,33.606,572.377
9,6,16,1.767,33.460,345.633
9,6,17,2.411,32.041,106.501
9,7,7,0.099,27.124,184.362
9,7,8,1.759,28.515,534.664
9,7,9,1.953,29.675,583.338
9,7,10,1.614,30.778,770.515
9,7,11,0.761,31.769,792.456
9,7,12,0.724,32.847,946.463
9,7,13,1.947,31.292,210.432
9,7,14,1.301,29.909,381.412
9,7,15,0.698,31.996,407.650
9,7,16,2.995,27.390,33.481
9,7,17,2.543,25.933,6.727
9,8,7,0.888,26.816,244.722
9,8,8,0.808,28.225,540.526
9,8,9,2.663,29.352,736.691
9,8,10,2.732,30.389,903.529
9,8,11,2.115,31.616,972.938
9,8,12,1.555,32.359,979.159
9,8,13,0.903,33.347,935.775
9,8,14,1.374,33.511,663.586
9,8,15,0.999,33.875,552.398
9,8,16,0.586,32.614,63.172
9,8,17,4.625,28.583,23.134
9,9,7,0.915,24.543,21.415
9,9,8,0.477,24.900,46.501
9,9,9,0.491,25.229,114.933
9,9,10,0.784,25.619,180.061
9,9,11,0.692,26.102,211.587
9,9,12,1.231,26.984,264.688
9,9,13,1.625,27.638,267.382
9,9,14,1.292,28.086,210.307
9,9,15,0.097,28.404,146.332
9,9,16,0.412,28.434,108.990
9,9,17,0.019,28.111,33.484
9,10,7,0.677,26.237,254.687
9,10,8,0.459,28.279,435.602
9,10,9,0.664,29.484,617.062
9,10,10,1.050,30.414,828.057
9,10,11,0.719,31.048,882.170
9,10,12,0.546,32.111,788.388
9,10,13,0.329,32.864,653.170
9,10,14,1.166,32.300,487.717
9,10,15,2.660,29.812,151.454
9,10,16,2.154,29.385,164.605
9,10,17,2.559,29.493,18.434
9,11,7,1.262,26.761,309.778
9,11,8,1.354,28.061,403.186
9,11,9,1.818,29.197,691.697
9,11,10,2.159,30.442,835.078
9,11,11,1.931,31.134,731.424
9,11,12,1.841,32.336,956.143
9,11,13,2.085,32.821,710.865
9,11,14,2.671,32.211,709.450
9,11,15,2.258,32.843,378.699
9,11,16,3.170,32.130,165.484
9,11,17,2.705,30.741,39.920
9,12,7,3.215,26.821,233.488
9,12,8,3.146,27.916,559.904
9,12,9,2.660,29.391,687.698
9,12,10,2.386,30.357,859.234
9,12,11,2.062,31.405,872.006
9,12,12,2.525,32.339,978.111
9,12,13,1.928,32.739,674.515
9,12,14,3.204,32.599,796.614
9,12,15,2.769,32.313,407.466
9,12,16,2.368,31.806,187.653
9,12,17,2.149,30.568,112.687
9,13,7,1.947,27.548,274.142
9,13,8,1.844,28.700,457.152
9,13,9,2.152,29.919,700.242
9,13,10,1.711,30.549,496.769
9,13,11,2.253,29.695,429.408
9,13,12,2.949,26.716,181.074
9,13,13,1.016,26.850,521.161
9,13,14,0.862,30.388,821.722
9,13,15,1.570,31.109,379.276
9,13,16,3.452,28.074,16.879
9,13,17,1.870,27.022,5.832
9,14,7,1.504,25.864,79.312
9,14,8,1.700,26.929,229.690
9,14,9,1.809,28.297,334.682
9,14,10,1.794,29.005,457.469
9,14,11,3.161,29.487,545.789
9,14,12,2.312,29.675,411.402
9,14,13,1.075,30.202,419.054
9,14,14,0.934,30.698,477.139
9,14,15,1.745,31.040,367.423
9,14,16,2.562,31.343,312.750
9,14,17,1.781,30.573,56.619
9,15,7,1.444,26.536,196.675
9,15,8,1.978,27.718,287.302
9,15,9,2.860,28.659,478.285
9,15,10,2.996,29.773,775.552
9,15,11,3.089,30.550,911.870
9,15,12,2.875,31.750,1073.538
9,15,13,2.547,32.582,895.893
9,15,14,3.004,32.648,602.961
9,15,15,3.074,32.703,552.451
9,15,16,2.803,32.231,241.992
9,15,17,2.032,31.239,33.510
9,16,7,1.754,27.851,290.759
9,16,8,1.138,28.956,487.930
9,16,9,1.863,29.972,650.817
9,16,10,1.963,30.906,803.567
9,16,11,2.196,31.862,840.232
9,16,12,1.680,32.726,824.316
9,16,13,1.923,33.155,867.027
9,16,14,2.822,33.299,614.350
9,16,15,3.500,33.103,387.677
9,16,16,2.714,31.869,91.472
9,16,17,2.195,26.968,0.752
9,17,7,1.033,26.462,139.057
9,17,8,1.598,27.379,210.991
9,17,9,1.508,27.664,259.674
9,17,10,1.930,27.965,354.833
9,17,11,2.176,28.890,488.469
9,17,12,2.406,29.273,354.840
9,17,13,3.057,28.490,272.911
9,17,14,3.363,28.202,277.794
9,17,15,2.564,27.598,188.470
9,17,16,2.239,27.563,108.031
9,17,17,2.716,27.272,20.995
9,18,7,1.785,25.426,251.081
9,18,8,3.328,27.762,514.785
9,18,9,4.127,29.098,753.156
9,18,10,5.701,30.534,939.077
9,18,11,5.308,31.440,936.250
9,18,12,4.671,32.005,901.193
9,18,13,4.350,32.385,659.781
9,18,14,3.534,32.848,541.980
9,18,15,3.770,33.364,437.150
9,18,16,2.544,32.709,168.839
9,18,17,2.195,31.934,23.932
9,19,7,0.500,27.198,250.402
9,19,8,2.188,28.814,437.373
9,19,9,3.787,30.213,630.934
9,19,10,4.821,30.927,731.622
9,19,11,5.990,32.211,935.572
9,19,12,6.240,33.260,966.102
9,19,13,5.589,33.597,669.127
9,19,14,6.084,34.057,612.111
9,19,15,6.921,34.513,607.972
9,19,16,6.567,33.891,351.016
9,19,17,5.595,32.728,57.240
9,20,7,0.816,26.517,280.510
9,20,8,2.639,28.352,520.276
9,20,9,4.519,30.062,711.615
9,20,10,4.893,31.444,783.882
9,20,11,5.434,32.439,812.325
9,20,12,6.122,33.058,690.569
9,20,13,5.127,32.857,503.182
9,20,14,4.239,33.719,778.574
9,20,15,4.874,34.332,606.045
9,20,16,4.995,34.059,334.628
9,20,17,4.357,33.011,82.204
9,21,7,3.521,25.786,278.640
9,21,8,4.733,28.006,537.083
9,21,9,5.401,29.865,755.158
9,21,10,5.843,31.035,927.288
9,21,11,5.092,31.929,1009.724
9,21,12,4.957,32.730,1018.429
9,21,13,4.501,33.593,879.834
9,21,14,4.979,34.117,676.616
9,21,15,5.249,33.979,606.838
9,21,16,4.481,33.899,354.235
9,21,17,4.063,33.109,124.452
9,22,7,3.783,27.017,266.646
9,22,8,4.358,28.549,543.825
9,22,9,3.606,29.555,505.223
9,22,10,3.831,31.055,731.340
9,22,11,3.866,32.337,983.700
9,22,12,3.531,33.527,1001.349
9,22,13,3.165,34.277,931.343
9,22,14,2.564,34.881,758.681
9,22,15,2.493,35.028,526.421
9,22,16,2.112,35.113,329.673
9,22,17,0.687,34.697,91.367
9,23,7,0.021,26.690,59.144
9,23,8,1.781,27.727,196.420
9,23,9,3.568,29.039,544.193
9,23,10,3.219,30.646,861.890
9,23,11,3.035,31.913,1021.759
9,23,12,2.742,32.937,1021.305
9,23,13,2.213,33.867,921.459
9,23,14,1.283,34.864,767.252
9,23,15,0.293,35.238,375.478
9,23,16,0.050,34.503,189.036
9,23,17,0.183,33.826,77.373
9,24,7,0.112,27.339,214.364
9,24,8,1.948,28.389,398.616
9,24,9,2.886,29.753,705.253
9,24,10,2.603,30.871,804.818
9,24,11,2.465,32.028,931.555
9,24,12,2.036,33.437,895.169
9,24,13,2.223,34.269,896.560
9,24,14,1.427,34.322,548.841
9,24,15,0.100,34.454,301.759
9,24,16,1.181,33.045,97.821
9,24,17,4.668,29.289,31.468
9,25,7,3.836,24.552,128.381
9,25,8,4.259,25.423,208.948
9,25,9,4.576,26.818,452.597
9,25,10,4.784,28.449,809.052
9,25,11,4.815,29.699,955.589
9,25,12,4.372,30.304,875.734
9,25,13,4.355,30.947,949.337
9,25,14,3.294,31.486,712.657
9,25,15,2.972,32.019,520.143
9,25,16,2.938,32.315,360.204
9,25,17,1.870,31.582,90.313
9,26,7,2.422,25.611,173.716
9,26,8,3.378,27.477,408.541
9,26,9,4.286,28.445,582.268
9,26,10,4.133,29.860,854.543
9,26,11,4.011,31.119,909.584
9,26,12,3.939,31.713,974.961
9,26,13,3.317,32.371,715.820
9,26,14,3.333,32.812,691.414
9,26,15,2.749,33.193,547.508
9,26,16,1.149,32.684,199.567
9,26,17,0.072,31.943,35.454
9,27,7,2.824,25.810,245.831
9,27,8,4.047,27.537,479.720
9,27,9,4.229,28.570,583.282
9,27,10,3.955,30.010,723.133
9,27,11,3.566,30.990,869.698
9,27,12,2.836,31.712,784.563
9,27,13,2.733,31.969,615.333
9,27,14,3.065,32.667,721.381
9,27,15,2.922,32.788,416.702
9,27,16,3.531,27.055,98.398
9,27,17,0.464,26.373,7.755
9,28,7,1.800,26.125,102.231
9,28,8,2.646,27.016,229.034
9,28,9,2.382,27.887,271.521
9,28,10,2.299,28.670,304.546
9,28,11,2.360,29.439,411.939
9,28,12,3.564,30.403,700.564
9,28,13,3.954,31.472,854.106
9,28,14,3.278,31.417,533.830
9,28,15,2.157,32.026,521.551
9,28,16,1.804,32.192,271.689
9,28,17,0.566,31.364,46.505
9,29,7,0.875,27.779,266.626
9,29,8,3.411,28.751,480.874
9,29,9,3.479,29.804,680.309
9,29,10,3.396,30.504,750.511
9,29,11,4.075,31.255,680.340
9,29,12,3.744,31.823,681.543
9,29,13,3.418,32.671,620.076
9,29,14,3.394,32.799,395.883
9,29,15,3.068,32.822,379.920
9,29,16,2.322,32.060,193.059
9,29,17,1.580,31.309,56.751
9,30,7,1.587,26.520,262.946
9,30,8,3.027,27.823,436.457
9,30,9,3.808,29.679,704.274
9,30,10,3.793,30.852,899.370
9,30,11,3.922,31.892,1028.854
9,30,12,3.535,32.427,805.260
9,30,13,3.099,32.496,689.597
9,30,14,2.513,33.080,593.235
9,30,15,1.597,33.080,367.267
9,30,16,0.646,32.853,203.429
9,30,17,0.260,31.982,38.129
10,1,7,2.018,27.693,279.096
10,1,8,3.579,29.257,585.682
10,1,9,3.660,30.112,688.151
10,1,10,3.539,30.904,769.377
10,1,11,3.757,31.294,701.622
10,1,12,3.315,31.848,759.563
10,1,13,3.100,32.125,742.988
10,1,14,2.598,32.778,742.640
10,1,15,1.870,33.055,483.197
10,1,16,1.838,33.153,315.800
10,1,17,0.936,32.467,86.930
10,2,7,2.792,26.805,272.040
10,2,8,3.437,27.806,455.403
10,2,9,3.759,29.067,758.425
10,2,10,3.145,30.538,912.245
10,2,11,2.075,31.378,938.419
10,2,12,1.784,32.143,983.479
10,2,13,2.094,32.588,898.137
10,2,14,1.626,33.029,753.792
10,2,15,1.321,33.155,516.764
10,2,16,1.776,33.258,316.910
10,2,17,1.666,32.510,88.375
10,3,7,2.344,27.119,116.688
10,3,8,2.970,28.355,417.784
10,3,9,3.790,30.286,709.787
10,3,10,3.957,31.410,893.085
10,3,11,3.453,32.607,985.295
10,3,12,1.966,33.576,993.325
10,3,13,1.787,34.333,907.232
10,3,14,1.439,34.183,491.316
10,3,15,1.973,34.283,390.021
10,3,16,1.725,34.385,289.274
10,3,17,0.930,33.408,29.360
10,4,7,1.826,27.876,300.842
10,4,8,1.730,28.835,478.059
10,4,9,2.432,30.051,687.450
10,4,10,3.485,31.180,787.352
10,4,11,3.843,32.301,868.308
10,4,12,3.620,33.191,891.751
10,4,13,2.889,34.090,747.735
10,4,14,2.203,34.147,555.398
10,4,15,1.448,34.260,444.891
10,4,16,1.201,33.673,198.085
10,4,17,0.112,33.229,43.300
10,5,7,1.749,25.751,175.057
10,5,8,2.610,28.047,539.293
10,5,9,3.283,30.142,772.279
10,5,10,3.396,30.763,898.380
10,5,11,2.848,32.174,968.712
10,5,12,2.425,33.268,932.284
10,5,13,1.968,34.007,889.641
10,5,14,1.451,34.727,768.983
10,5,15,1.407,34.865,424.690
10,5,16,2.242,34.084,206.338
10,5,17,2.108,33.047,43.094
10,6,7,1.788,25.132,223.899
10,6,8,2.887,27.114,471.625
10,6,9,2.683,27.439,669.370
10,6,10,2.374,30.156,752.550
10,6,11,2.449,30.937,752.401
10,6,12,1.719,31.472,507.361
10,6,13,1.817,31.514,365.561
10,6,14,1.393,32.161,514.370
10,6,15,0.945,32.394,339.804
10,6,16,0.805,31.775,121.705
10,6,17,0.040,31.469,41.299
10,7,7,2.797,26.667,256.458
10,7,8,3.235,28.442,501.171
10,7,9,2.925,30.090,725.591
10,7,10,2.886,31.252,877.267
10,7,11,2.324,32.092,925.753
10,7,12,2.110,32.839,801.511
10,7,13,1.722,33.131,583.491
10,7,14,1.650,32.907,263.533
10,7,15,2.905,31.401,143.213
10,7,16,1.762,31.450,139.402
10,7,17,1.095,31.489,47.615
10,8,7,0.044,27.655,269.545
10,8,8,2.141,29.288,499.019
10,8,9,3.612,30.171,687.418
10,8,10,3.478,31.294,836.715
10,8,11,2.870,32.040,954.091
10,8,12,1.631,33.027,906.863
10,8,13,1.467,33.980,823.232
10,8,14,1.226,34.202,638.051
10,8,15,1.529,34.199,454.878
10,8,16,0.442,34.612,277.183
10,8,17,0.189,32.776,23.920
10,9,7,3.255,27.743,270.466
10,9,8,3.877,28.512,488.703
10,9,9,2.881,29.959,701.591
10,9,10,2.984,31.139,851.278
10,9,11,2.689,32.418,932.568
10,9,12,2.921,33.341,929.769
10,9,13,2.539,33.958,831.298
10,9,14,1.675,34.198,672.404
10,9,15,1.432,33.981,486.736
10,9,16,1.250,33.771,234.085
10,9,17,1.818,32.599,40.258
10,10,7,0.087,25.809,196.826
10,10,8,0.884,28.223,425.342
10,10,9,1.562,29.452,607.843
10,10,10,1.659,30.396,803.356
10,10,11,1.473,31.806,864.380
10,10,12,0.742,32.580,757.628
10,10,13,0.650,33.271,772.255
10,10,14,0.628,33.747,699.924
10,10,15,0.344,33.814,464.576
10,10,16,0.019,33.360,188.971
10,10,17,0.021,32.415,45.586
10,11,7,2.601,26.212,252.438
10,11,8,2.974,27.862,418.961
10,11,9,3.201,29.357,679.508
10,11,10,2.677,30.705,799.157
10,11,11,2.414,31.750,918.984
10,11,12,1.402,32.645,902.567
10,11,13,1.216,33.808,873.615
10,11,14,0.230,34.442,719.043
10,11,15,0.374,34.683,581.151
10,11,16,0.706,33.931,271.012
10,11,17,2.497,30.723,5.612
10,12,7,1.167,24.900,42.077
10,12,8,1.773,25.617,82.504
10,12,9,1.727,26.297,138.213
10,12,10,1.883,27.003,250.606
10,12,11,2.018,28.291,384.169
10,12,12,2.519,29.426,528.837
10,12,13,2.287,30.317,711.825
10,12,14,1.596,30.572,392.937
10,12,15,0.730,30.700,273.238
10,12,16,0.352,30.455,152.413
10,12,17,1.487,29.776,28.794
10,13,7,2.056,26.022,102.315
10,13,8,2.379,27.039,161.434
10,13,9,2.658,28.053,284.929
10,13,10,3.271,28.898,352.196
10,13,11,2.925,29.654,502.944
10,13,12,2.759,30.288,549.295
10,13,13,2.069,30.878,575.701
10,13,14,1.270,31.885,626.978
10,13,15,0.411,32.289,367.659
10,13,16,0.518,31.732,139.418
10,13,17,0.402,30.950,15.765
10,14,7,2.143,25.880,113.618
10,14,8,2.703,27.191,245.451
10,14,9,3.755,28.553,487.512
10,14,10,4.312,29.099,602.693
10,14,11,3.957,28.932,322.639
10,14,12,3.267,29.530,565.316
10,14,13,3.485,30.120,552.685
10,14,14,3.178,30.640,502.500
10,14,15,3.000,31.215,486.389
10,14,16,3.209,30.637,239.073
10,14,17,2.913,28.557,29.118
10,15,7,2.968,26.044,87.158
10,15,8,2.968,26.608,148.469
10,15,9,3.601,26.895,243.057
10,15,10,4.613,27.316,354.096
10,15,11,4.586,28.002,396.366
10,15,12,4.522,28.844,486.982
10,15,13,5.382,30.295,699.207
10,15,14,5.476,30.865,578.910
10,15,15,5.027,31.074,508.531
10,15,16,4.548,30.964,272.422
10,15,17,3.256,29.584,41.607
10,16,7,2.905,26.299,123.482
10,16,8,3.334,27.350,226.634
10,16,9,4.342,28.451,422.861
10,16,10,4.856,29.542,614.334
10,16,11,3.953,30.562,613.770
10,16,12,3.591,30.357,349.101
10,16,13,2.098,30.393,279.554
10,16,14,1.054,30.482,193.016
10,16,15,0.838,29.869,124.387
10,16,16,0.305,29.132,74.257
10,16,17,0.018,28.647,10.602
10,17,7,1.876,26.270,47.059
10,17,8,1.706,26.759,98.786
10,17,9,2.258,27.526,217.664
10,17,10,3.097,28.020,294.277
10,17,11,3.321,28.632,383.393
10,17,12,3.372,28.850,309.254
10,17,13,3.344,29.050,283.308
10,17,14,3.339,29.512,286.098
10,17,15,2.034,29.650,159.885
10,17,16,1.926,29.290,60.836
10,17,17,0.980,28.666,8.179
10,18,7,2.003,25.877,126.853
10,18,8,3.423,27.321,388.225
10,18,9,4.586,29.297,728.476
10,18,10,4.550,30.516,853.674
10,18,11,3.778,31.684,890.661
10,18,12,3.847,32.524,912.798
10,18,13,2.648,33.307,787.714
10,18,14,2.049,34.140,653.858
10,18,15,1.636,34.402,448.555
10,18,16,1.298,33.867,221.936
10,18,17,0.114,32.721,39.629
10,19,7,2.205,27.157,199.140
10,19,8,3.426,28.394,386.391
10,19,9,3.584,29.052,498.991
10,19,10,3.532,30.236,780.658
10,19,11,3.652,31.817,916.835
